YEAR,UNIQUE_PROVIDERS,PROVIDER_TYPE_CD,PROVIDER_TYPE_DESC,SITE_OF_SERVICE,PAYER,RESOURCE_UTILIZATION_BAND,RUCA_PROVIDER_CLASS,RUCA_CLASS,NUM_PROCEDURES,UNIQUE_PATIENTS,PROC_PER_PROV_MED,PROC_PER_PROV_MEAN,PROC_PER_PROV_SD,CHARGE_AMT_MED,CHARGE_AMT_MEAN,CHARGE_AMT_SD,CHARGE_AMT_SUM,INSURER_PAID_AMT_MED,INSURER_PAID_AMT_MEAN,INSURER_PAID_AMT_SD,INSURER_PAID_AMT_SUM,MEMBER_PAID_AMT_MED,MEMBER_PAID_AMT_MEAN,MEMBER_PAID_AMT_SD,MEMBER_PAID_AMT_SUM,TOTAL_PAID_AMT_MED,TOTAL_PAID_AMT_MEAN,TOTAL_PAID_AMT_SD,TOTAL_PAID_AMT_SUM
2019,67,14-80,CLINICAL SOCIAL WORKER,5,Minnesota Health Care Programs,3,3,2,"2,338",272,8.00,34.90,75.95,$125.00,$115.57,$86.65,"$270,197.13",$80.85,$73.36,$58.88,"$171,518.22",$0.00,$0.04,$0.35,$89.60,$80.85,$73.40,$58.88,"$171,607.82"
2019,97,14-80,CLINICAL SOCIAL WORKER,5,Minnesota Health Care Programs,3,3,3,"23,548","1,285",46.00,242.76,520.20,$100.00,$109.19,$81.51,"$2,571,261.35",$72.11,$73.02,$62.38,"$1,719,414.90",$0.00,$0.04,$0.37,$966.40,$72.11,$73.06,$62.39,"$1,720,381.30"
2019,95,14-80,CLINICAL SOCIAL WORKER,5,Minnesota Health Care Programs,3,3,4,"11,420","1,150",34.00,120.21,173.77,$140.00,$147.36,$108.42,"$1,682,903.68",$86.56,$92.10,$73.52,"$1,051,761.72",$0.00,$0.04,$0.35,$428.80,$86.56,$92.14,$73.54,"$1,052,190.52"
2019,50,14-80,CLINICAL SOCIAL WORKER,5,Minnesota Health Care Programs,3,4,1,"1,469",279,11.50,29.38,56.65,$120.00,$124.48,$92.34,"$182,866.02",$77.72,$86.80,$79.98,"$127,515.50",$0.00,$0.01,$0.19,$16.00,$77.72,$86.82,$79.98,"$127,531.50"
2019,32,14-80,CLINICAL SOCIAL WORKER,5,Minnesota Health Care Programs,3,4,2,"1,007",140,8.00,31.47,51.17,$135.00,$138.46,$91.81,"$139,426.57",$86.31,$94.57,$70.30,"$95,230.30",$0.00,$0.00,$0.10,$3.20,$86.31,$94.57,$70.29,"$95,233.50"
2019,47,14-80,CLINICAL SOCIAL WORKER,5,Minnesota Health Care Programs,3,4,3,"1,675",327,10.00,35.64,62.85,$160.00,$186.61,$147.70,"$312,572.29",$103.48,$143.16,$152.34,"$239,795.22",$0.00,$0.02,$0.22,$25.60,$103.48,$143.18,$152.34,"$239,820.82"
2019,60,14-80,CLINICAL SOCIAL WORKER,5,Minnesota Health Care Programs,3,4,4,"25,030","1,400",101.00,417.17,988.99,$102.00,$124.62,$98.35,"$3,119,295.94",$77.16,$82.97,$80.23,"$2,076,695.41",$0.00,$0.02,$0.22,$380.80,$77.16,$82.98,$80.23,"$2,077,076.21"
2019,23,14-80,CLINICAL SOCIAL WORKER,5,Minnesota Health Care Programs,3,5,1,818,83,10.00,35.57,84.51,$127.08,$135.13,$107.71,"$110,540.31",$83.73,$100.33,$93.44,"$82,068.65",$0.00,$0.02,$0.27,$19.20,$84.09,$100.35,$93.44,"$82,087.85"
2019,13,14-80,CLINICAL SOCIAL WORKER,5,Minnesota Health Care Programs,3,5,3,201,38,5.00,15.46,19.93,$175.00,$245.67,$308.61,"$49,380.58",$30.75,$127.49,$168.89,"$25,626.41",$0.00,$0.00,$0.00,$0.00,$30.75,$127.49,$168.89,"$25,626.41"
2019,21,14-80,CLINICAL SOCIAL WORKER,5,Minnesota Health Care Programs,3,5,4,866,87,3.00,41.24,85.21,$127.08,$176.36,$248.48,"$152,728.81",$75.72,$96.34,$125.87,"$83,433.02",$0.00,$0.06,$0.44,$54.40,$75.72,$96.41,$125.85,"$83,487.42"
2019,393,14-80,CLINICAL SOCIAL WORKER,5,Minnesota Health Care Programs,4,1,1,"34,982","3,036",20.00,89.01,217.54,$155.00,$182.03,$166.96,"$6,367,890.88",$94.08,$140.47,$151.86,"$4,913,930.17",$0.00,$0.02,$0.30,$731.00,$94.08,$140.49,$151.85,"$4,914,661.17"
2019,147,14-80,CLINICAL SOCIAL WORKER,5,Minnesota Health Care Programs,4,1,2,"2,537",430,6.00,17.26,30.63,$150.00,$174.88,$155.06,"$443,659.87",$84.09,$113.62,$131.18,"$288,245.65",$0.00,$0.03,$0.30,$73.60,$84.09,$113.65,$131.17,"$288,319.25"
2019,133,14-80,CLINICAL SOCIAL WORKER,5,Minnesota Health Care Programs,4,1,3,"5,958",588,4.00,44.80,259.13,$120.00,$119.83,$115.23,"$713,931.65",$73.56,$83.21,$89.15,"$495,781.33",$0.00,$0.02,$0.26,$124.80,$73.56,$83.23,$89.15,"$495,906.13"
2019,141,14-80,CLINICAL SOCIAL WORKER,5,Minnesota Health Care Programs,4,1,4,"4,054",516,6.00,28.75,72.17,$96.00,$128.98,$130.14,"$522,872.53",$67.20,$93.52,$109.29,"$379,122.95",$0.00,$0.02,$0.27,$83.20,$67.20,$93.54,$109.28,"$379,206.15"
2019,15,14-80,CLINICAL SOCIAL WORKER,5,Minnesota Health Care Programs,4,2,1,"2,507",124,20.00,167.13,344.22,$94.35,$95.56,$125.55,"$239,565.66",$63.21,$61.97,$70.61,"$155,364.66",$0.00,$0.06,$0.43,$147.20,$63.21,$62.03,$70.65,"$155,511.86"
2019,14,14-80,CLINICAL SOCIAL WORKER,5,Minnesota Health Care Programs,4,2,2,"2,294",96,17.50,163.86,343.29,$120.00,$102.44,$103.29,"$234,999.77",$76.90,$66.06,$62.67,"$151,545.10",$0.00,$0.10,$0.57,$230.40,$76.90,$66.16,$62.72,"$151,775.50"
2019,79,14-80,CLINICAL SOCIAL WORKER,5,Minnesota Health Care Programs,4,3,1,"4,152",449,10.00,52.56,117.60,$144.00,$152.28,$144.44,"$632,265.38",$94.08,$110.03,$133.87,"$456,840.44",$0.00,$0.09,$0.55,$380.80,$94.08,$110.12,$133.87,"$457,221.24"
2019,51,14-80,CLINICAL SOCIAL WORKER,5,Minnesota Health Care Programs,4,3,2,"1,093",147,6.00,21.43,45.23,$100.00,$106.68,$86.84,"$116,601.39",$72.11,$69.97,$59.83,"$76,479.92",$0.00,$0.10,$0.56,$112.00,$72.11,$70.07,$59.91,"$76,591.92"
2019,82,14-80,CLINICAL SOCIAL WORKER,5,Minnesota Health Care Programs,4,3,3,"17,426",838,29.50,212.51,548.57,$97.00,$97.18,$82.60,"$1,693,516.66",$69.97,$69.73,$64.67,"$1,215,175.93",$0.00,$0.05,$0.40,$872.20,$70.01,$69.78,$64.69,"$1,216,048.13"
2019,86,14-80,CLINICAL SOCIAL WORKER,5,Minnesota Health Care Programs,4,3,4,"5,633",622,27.00,65.50,79.95,$140.00,$149.61,$124.64,"$842,766.76",$84.45,$94.14,$89.91,"$530,277.92",$0.00,$0.02,$0.26,$118.40,$84.45,$94.16,$89.91,"$530,396.32"
2019,45,14-80,CLINICAL SOCIAL WORKER,5,Minnesota Health Care Programs,4,4,1,"1,111",176,10.00,24.69,43.26,$122.10,$125.09,$99.49,"$138,971.09",$78.53,$87.49,$86.11,"$97,197.77",$0.00,$0.05,$0.40,$57.60,$78.53,$87.54,$86.12,"$97,255.37"
2019,32,14-80,CLINICAL SOCIAL WORKER,5,Minnesota Health Care Programs,4,4,2,384,66,3.50,12.00,17.97,$120.00,$125.49,$84.36,"$48,186.28",$87.67,$84.55,$71.02,"$32,467.78",$0.00,$0.02,$0.23,$6.40,$87.67,$84.57,$71.03,"$32,474.18"
2019,41,14-80,CLINICAL SOCIAL WORKER,5,Minnesota Health Care Programs,4,4,3,"1,756",236,12.00,42.83,88.33,$162.50,$168.03,$129.95,"$295,056.55",$105.06,$117.51,$119.34,"$206,352.43",$0.00,$0.02,$0.23,$28.80,$105.06,$117.53,$119.34,"$206,381.23"
2019,64,14-80,CLINICAL SOCIAL WORKER,5,Minnesota Health Care Programs,4,4,4,"15,644",841,57.00,244.44,668.96,$120.00,$123.54,$93.68,"$1,932,616.87",$77.72,$86.79,$77.71,"$1,357,802.13",$0.00,$0.04,$0.34,$576.00,$77.72,$86.83,$77.70,"$1,358,378.13"
2019,23,14-80,CLINICAL SOCIAL WORKER,5,Minnesota Health Care Programs,4,5,1,"1,335",95,9.00,58.04,189.60,$84.72,$97.14,$90.07,"$129,677.35",$55.14,$69.75,$79.79,"$93,114.90",$0.00,$0.01,$0.20,$16.00,$55.14,$69.76,$79.80,"$93,130.90"
2019,13,14-80,CLINICAL SOCIAL WORKER,5,Minnesota Health Care Programs,4,5,3,182,41,7.00,14.00,14.50,$181.00,$239.28,$238.07,"$43,549.28",$82.54,$115.75,$136.33,"$21,067.19",$0.00,$0.02,$0.24,$3.20,$82.54,$115.77,$136.32,"$21,070.39"
2019,15,14-80,CLINICAL SOCIAL WORKER,5,Minnesota Health Care Programs,4,5,4,575,88,17.00,38.33,70.28,$164.00,$190.38,$244.36,"$109,470.04",$75.72,$109.26,$150.98,"$62,825.42",$0.00,$0.11,$0.59,$64.00,$75.72,$109.37,$150.98,"$62,889.42"
2019,315,14-80,CLINICAL SOCIAL WORKER,5,Minnesota Health Care Programs,5,1,1,"23,329","2,857",13.00,74.06,161.10,$160.00,$178.38,$168.16,"$4,161,478.82",$71.46,$123.68,$162.72,"$2,885,430.36",$0.00,$0.04,$0.52,$903.80,$71.46,$123.72,$162.71,"$2,886,334.16"
2019,111,14-80,CLINICAL SOCIAL WORKER,5,Minnesota Health Care Programs,5,1,2,"1,498",345,7.00,13.50,23.61,$150.00,$163.06,$175.33,"$244,266.12",$51.27,$80.21,$110.50,"$120,155.56",$0.00,$0.11,$1.05,$171.60,$51.27,$80.33,$110.49,"$120,327.16"
2019,131,14-80,CLINICAL SOCIAL WORKER,5,Minnesota Health Care Programs,5,1,3,"4,456",464,4.00,34.02,229.64,$120.00,$120.84,$124.85,"$538,478.19",$71.46,$78.37,$95.70,"$349,219.84",$0.00,$0.07,$0.67,$299.60,$71.69,$78.44,$95.71,"$349,519.44"
2019,115,14-80,CLINICAL SOCIAL WORKER,5,Minnesota Health Care Programs,5,1,4,"2,166",342,4.00,18.83,39.86,$125.00,$142.41,$126.40,"$308,464.17",$72.08,$90.63,$97.96,"$196,298.78",$0.00,$0.04,$0.37,$86.40,$72.08,$90.67,$97.96,"$196,385.18"
2019,12,14-80,CLINICAL SOCIAL WORKER,5,Minnesota Health Care Programs,5,2,1,"1,856",106,28.00,154.67,225.39,$94.35,$102.10,$137.83,"$189,500.00",$64.29,$63.20,$77.53,"$117,293.53",$0.00,$0.09,$0.55,$160.00,$64.29,$63.28,$77.55,"$117,453.53"
2019,13,14-80,CLINICAL SOCIAL WORKER,5,Minnesota Health Care Programs,5,2,2,"1,627",76,10.00,125.15,264.45,$120.00,$104.56,$108.51,"$170,123.00",$67.35,$65.04,$65.04,"$105,825.69",$0.00,$0.05,$0.41,$86.40,$67.35,$65.10,$65.06,"$105,912.09"
2019,55,14-80,CLINICAL SOCIAL WORKER,5,Minnesota Health Care Programs,5,3,1,"2,531",233,5.00,46.02,116.08,$150.00,$168.89,$197.22,"$427,472.52",$103.48,$107.53,$171.95,"$272,152.15",$0.00,$0.06,$0.44,$156.80,$103.48,$107.59,$171.95,"$272,308.95"
2019,29,14-80,CLINICAL SOCIAL WORKER,5,Minnesota Health Care Programs,5,3,2,"1,071",58,5.00,36.93,111.21,$108.00,$100.85,$80.36,"$108,008.44",$72.08,$66.09,$56.24,"$70,785.04",$0.00,$0.06,$0.44,$67.20,$72.08,$66.16,$56.28,"$70,852.24"
2019,76,14-80,CLINICAL SOCIAL WORKER,5,Minnesota Health Care Programs,5,3,3,"10,593",468,17.00,139.38,446.34,$94.62,$92.36,$88.31,"$978,358.70",$63.42,$65.52,$65.28,"$694,016.43",$0.00,$0.07,$0.48,$741.40,$63.42,$65.59,$65.31,"$694,757.83"
2019,67,14-80,CLINICAL SOCIAL WORKER,5,Minnesota Health Care Programs,5,3,4,"2,511",292,13.00,37.48,72.69,$150.50,$207.28,$320.20,"$520,490.63",$93.46,$114.83,$143.99,"$288,326.85",$0.00,$0.05,$0.38,$115.20,$93.46,$114.87,$143.99,"$288,442.05"
2019,31,14-80,CLINICAL SOCIAL WORKER,5,Minnesota Health Care Programs,5,4,1,519,97,7.00,16.74,25.50,$140.50,$159.84,$139.46,"$82,958.30",$83.17,$97.24,$103.85,"$50,466.44",$0.00,$0.01,$0.20,$6.40,$83.17,$97.25,$103.85,"$50,472.84"
2019,14,14-80,CLINICAL SOCIAL WORKER,5,Minnesota Health Care Programs,5,4,2,51,21,2.00,3.64,4.07,$145.00,$165.79,$121.78,"$8,455.24",$94.29,$104.49,$91.05,"$5,329.13",$0.00,$0.00,$0.00,$0.00,$94.29,$104.49,$91.05,"$5,329.13"
2019,28,14-80,CLINICAL SOCIAL WORKER,5,Minnesota Health Care Programs,5,4,3,"1,025",121,5.00,36.61,65.49,$130.00,$142.42,$93.07,"$145,981.51",$72.11,$81.59,$81.19,"$83,627.80",$0.00,$0.04,$0.34,$38.40,$72.11,$81.63,$81.19,"$83,666.20"
2019,50,14-80,CLINICAL SOCIAL WORKER,5,Minnesota Health Care Programs,5,4,4,"7,767",374,24.50,155.34,506.16,$116.00,$118.19,$88.31,"$917,977.24",$75.55,$81.40,$67.59,"$632,269.04",$0.00,$0.03,$0.31,$233.60,$75.55,$81.43,$67.60,"$632,502.64"
2019,16,14-80,CLINICAL SOCIAL WORKER,5,Minnesota Health Care Programs,5,5,1,"1,181",98,4.00,73.81,182.23,$84.72,$114.70,$107.69,"$135,460.04",$49.65,$81.20,$100.13,"$95,902.22",$0.00,$0.01,$0.19,$14.80,$49.65,$81.22,$100.13,"$95,917.02"
2019,11,14-80,CLINICAL SOCIAL WORKER,5,Minnesota Health Care Programs,5,5,3,218,27,12.00,19.82,25.24,$181.00,$156.24,$105.16,"$34,060.76",$36.05,$78.02,$98.31,"$17,007.66",$0.00,$0.12,$0.60,$25.60,$36.05,$78.13,$98.28,"$17,033.26"
2019,13,14-80,CLINICAL SOCIAL WORKER,5,Minnesota Health Care Programs,5,5,4,358,44,8.00,27.54,67.63,$122.16,$161.50,$219.17,"$57,815.62",$56.60,$101.83,$157.29,"$36,454.01",$0.00,$0.08,$0.50,$28.80,$56.60,$101.91,$157.28,"$36,482.81"
2019,21,14-81,CRITICAL CARE (INTENSIVISTS),1,Commercial,3,1,1,"1,157",412,18.00,55.10,88.41,$210.00,$269.13,$330.19,"$311,377.71",$68.14,$124.34,$189.05,"$143,864.54",$25.00,$93.20,$160.66,"$107,834.62",$190.44,$217.54,$228.16,"$251,699.16"
2019,13,14-81,CRITICAL CARE (INTENSIVISTS),1,Commercial,3,1,2,117,59,7.00,9.00,7.12,$216.00,$259.09,$198.07,"$30,313.60",$110.42,$155.15,$163.70,"$18,152.28",$1.96,$50.07,$84.38,"$5,858.40",$188.49,$205.22,$155.92,"$24,010.68"
2019,13,14-81,CRITICAL CARE (INTENSIVISTS),1,Commercial,3,1,3,55,20,2.00,4.23,3.75,$361.50,$408.87,$198.82,"$22,487.74",$226.80,$249.43,$190.04,"$13,718.68",$8.64,$60.20,$121.07,"$3,310.91",$283.50,$309.63,$168.99,"$17,029.59"
2019,14,14-81,CRITICAL CARE (INTENSIVISTS),1,Commercial,3,1,4,63,28,2.00,4.50,5.43,$293.75,$330.54,$221.46,"$20,824.19",$114.09,$144.56,$157.49,"$9,107.13",$30.00,$119.03,$208.98,"$7,499.04",$235.40,$263.59,$199.05,"$16,606.17"
2019,21,14-81,CRITICAL CARE (INTENSIVISTS),1,Commercial,4,1,1,663,253,11.00,31.57,46.06,$200.00,$232.29,$253.08,"$154,008.66",$107.89,$143.42,$186.21,"$95,088.57",$0.00,$35.87,$79.36,"$23,784.24",$165.55,$179.30,$187.87,"$118,872.81"
2019,14,14-81,CRITICAL CARE (INTENSIVISTS),1,Commercial,4,1,2,76,36,3.50,5.43,5.84,$204.00,$233.42,$200.85,"$17,739.94",$123.08,$138.72,$166.15,"$10,542.81",$0.00,$43.44,$82.26,"$3,301.41",$169.27,$182.16,$158.47,"$13,844.22"
2019,21,14-81,CRITICAL CARE (INTENSIVISTS),1,Commercial,5,1,1,510,207,7.00,24.29,32.46,$204.00,$245.24,$169.01,"$125,074.24",$107.89,$130.07,$144.71,"$66,336.27",$0.00,$14.68,$52.54,"$7,485.34",$117.49,$144.75,$147.87,"$73,821.61"
2019,13,14-81,CRITICAL CARE (INTENSIVISTS),1,Commercial,5,1,2,70,29,4.00,5.38,4.79,$204.00,$300.22,$568.49,"$21,015.25",$112.69,$181.18,$365.50,"$12,682.90",$0.00,$18.67,$62.40,"$1,307.03",$141.78,$199.86,$362.40,"$13,989.93"
2019,18,14-81,CRITICAL CARE (INTENSIVISTS),1,Medicare,3,1,1,"1,087",354,19.50,60.39,78.86,$204.00,$245.05,$156.16,"$266,369.03",$59.08,$67.73,$51.98,"$73,620.69",$12.13,$18.53,$20.09,"$20,145.29",$73.91,$86.26,$58.52,"$93,765.98"
2019,12,14-81,CRITICAL CARE (INTENSIVISTS),1,Medicare,3,1,2,109,54,8.00,9.08,7.63,$200.00,$244.07,$143.36,"$26,603.25",$46.89,$66.48,$53.49,"$7,246.13",$10.00,$21.00,$32.62,"$2,289.08",$76.42,$87.48,$61.68,"$9,535.21"
2019,13,14-81,CRITICAL CARE (INTENSIVISTS),1,Medicare,3,1,3,41,20,3.00,3.15,1.99,$257.00,$269.10,$142.27,"$11,033.16",$73.06,$90.87,$59.44,"$3,725.63",$10.96,$15.15,$15.40,$621.16,$103.06,$106.02,$63.18,"$4,346.79"
2019,12,14-81,CRITICAL CARE (INTENSIVISTS),1,Medicare,3,1,4,88,33,2.00,7.33,11.36,$293.75,$338.78,$178.03,"$29,812.20",$82.11,$94.58,$60.68,"$8,323.09",$21.71,$26.03,$17.48,"$2,290.81",$108.26,$120.61,$74.16,"$10,613.90"
2019,21,14-81,CRITICAL CARE (INTENSIVISTS),1,Medicare,4,1,1,"1,590",658,21.00,75.71,123.33,$199.00,$230.81,$122.64,"$366,987.10",$48.13,$62.91,$45.11,"$100,027.71",$10.96,$14.06,$16.93,"$22,357.10",$60.69,$76.97,$52.32,"$122,384.81"
2019,14,14-81,CRITICAL CARE (INTENSIVISTS),1,Medicare,4,1,2,228,110,9.50,16.29,22.14,$275.00,$322.58,$656.13,"$73,547.39",$76.99,$95.46,$267.88,"$21,764.31",$20.00,$28.67,$94.49,"$6,537.58",$106.82,$124.13,$339.56,"$28,301.89"
2019,15,14-81,CRITICAL CARE (INTENSIVISTS),1,Medicare,4,1,4,161,65,5.00,10.73,14.25,$286.25,$328.53,$410.52,"$52,892.98",$70.80,$112.30,$313.78,"$18,080.26",$14.83,$27.40,$80.46,"$4,410.66",$106.70,$139.70,$392.81,"$22,490.92"
2019,13,14-81,CRITICAL CARE (INTENSIVISTS),1,Medicare,4,5,1,35,15,2.00,2.69,2.14,$214.00,$218.23,$132.39,"$7,637.94",$44.75,$59.60,$49.16,"$2,086.04",$21.63,$25.69,$31.59,$899.21,$101.11,$85.29,$54.29,"$2,985.25"
2019,22,14-81,CRITICAL CARE (INTENSIVISTS),1,Medicare,5,1,1,"2,757","1,002",65.50,125.32,225.11,$204.00,$360.23,$912.52,"$993,165.68",$46.40,$94.84,$262.58,"$261,486.46",$8.85,$22.43,$68.01,"$61,836.81",$57.94,$117.27,$329.30,"$323,323.27"
2019,17,14-81,CRITICAL CARE (INTENSIVISTS),1,Medicare,5,1,2,379,190,7.00,22.29,35.65,$277.00,$264.80,$148.57,"$100,361.01",$60.69,$71.10,$49.35,"$26,946.53",$11.26,$16.28,$18.81,"$6,171.69",$78.04,$87.38,$58.57,"$33,118.22"
2019,12,14-81,CRITICAL CARE (INTENSIVISTS),1,Medicare,5,1,3,126,60,8.00,10.50,11.17,$204.00,$215.18,$128.96,"$27,112.33",$47.84,$60.21,$48.73,"$7,586.78",$11.11,$14.76,$15.63,"$1,859.31",$66.46,$74.97,$55.86,"$9,446.09"
2019,13,14-81,CRITICAL CARE (INTENSIVISTS),1,Medicare,5,1,4,230,113,9.00,17.69,24.77,$204.00,$246.33,$129.07,"$56,656.56",$43.50,$56.73,$45.56,"$13,047.63",$8.04,$14.43,$16.25,"$3,318.93",$55.29,$71.16,$53.17,"$16,366.56"
2019,24,14-81,CRITICAL CARE (INTENSIVISTS),1,Medicare,5,5,1,121,36,2.00,5.04,6.42,$204.00,$195.70,$105.50,"$23,680.17",$45.00,$60.69,$40.22,"$7,343.44",$11.26,$15.68,$25.44,"$1,896.84",$58.33,$76.37,$46.97,"$9,240.28"
2019,15,14-81,CRITICAL CARE (INTENSIVISTS),1,Minnesota Health Care Programs,3,1,1,543,159,13.00,36.20,49.82,$216.00,$339.26,$367.91,"$184,218.49",$40.57,$65.75,$75.67,"$35,704.13",$0.00,$3.34,$7.69,"$1,816.26",$42.46,$69.10,$77.68,"$37,520.39"
2019,18,14-81,CRITICAL CARE (INTENSIVISTS),1,Minnesota Health Care Programs,4,1,1,550,180,15.50,30.56,53.74,$250.00,$564.24,"$1,340.44","$310,333.70",$46.84,$145.72,$378.58,"$80,144.94",$0.00,$1.92,$5.93,"$1,056.60",$50.44,$147.64,$378.30,"$81,201.54"
2019,11,14-81,CRITICAL CARE (INTENSIVISTS),1,Minnesota Health Care Programs,4,1,4,38,21,3.00,3.45,2.38,$229.00,$237.17,$133.23,"$9,012.53",$33.14,$48.22,$60.03,"$1,832.35",$0.00,$2.45,$6.78,$93.20,$34.96,$50.67,$61.53,"$1,925.55"
2019,19,14-81,CRITICAL CARE (INTENSIVISTS),1,Minnesota Health Care Programs,5,1,1,621,244,21.00,32.68,34.80,$204.00,$285.24,$467.65,"$177,132.87",$29.58,$50.32,$120.04,"$31,245.75",$0.00,$1.48,$5.22,$919.82,$29.58,$51.80,$120.53,"$32,165.57"
2019,13,14-81,CRITICAL CARE (INTENSIVISTS),1,Minnesota Health Care Programs,5,1,2,101,41,3.00,7.77,9.90,$204.00,$241.12,$144.40,"$24,353.32",$21.94,$35.56,$43.48,"$3,591.09",$0.00,$1.07,$4.31,$108.40,$22.67,$36.63,$44.27,"$3,699.49"
2019,13,14-81,CRITICAL CARE (INTENSIVISTS),2,Commercial,2,1,1,19,16,1.00,1.46,0.78,$557.00,$847.34,$792.30,"$16,099.37",$268.15,$447.36,$526.99,"$8,499.79",$34.60,$220.39,$356.68,"$4,187.48",$487.90,$667.75,$584.34,"$12,687.27"
2019,47,14-81,CRITICAL CARE (INTENSIVISTS),2,Commercial,3,1,1,533,282,6.00,11.34,15.56,$258.00,$589.69,$898.38,"$314,306.48",$43.58,$272.49,$496.87,"$145,236.61",$0.00,$111.74,$329.34,"$59,556.04",$157.15,$384.23,$587.04,"$204,792.65"
2019,16,14-81,CRITICAL CARE (INTENSIVISTS),2,Commercial,3,1,2,138,49,2.00,8.63,14.89,$379.00,$392.98,$412.32,"$54,231.50",$33.50,$203.80,$306.45,"$28,124.02",$26.07,$50.08,$135.77,"$6,910.72",$203.86,$253.87,$330.19,"$35,034.74"
2019,14,14-81,CRITICAL CARE (INTENSIVISTS),2,Commercial,3,1,3,46,28,3.00,3.29,2.27,$161.56,$305.15,$346.53,"$14,036.94",$25.55,$105.41,$126.05,"$4,848.94",$0.00,$56.61,$119.83,"$2,603.84",$94.06,$162.02,$167.65,"$7,452.78"
2019,18,14-81,CRITICAL CARE (INTENSIVISTS),2,Commercial,3,1,4,98,49,2.50,5.44,8.61,$197.25,$373.20,$644.68,"$36,573.55",$65.20,$186.89,$362.63,"$18,314.87",$23.38,$75.35,$139.52,"$7,383.98",$204.64,$262.23,$375.96,"$25,698.85"
2019,60,14-81,CRITICAL CARE (INTENSIVISTS),2,Commercial,4,1,1,907,426,10.00,15.12,15.89,$302.00,$524.92,$720.42,"$476,102.74",$188.89,$307.58,$470.16,"$278,973.78",$0.00,$50.76,$214.08,"$46,040.28",$224.38,$358.34,$516.01,"$325,014.06"
2019,34,14-81,CRITICAL CARE (INTENSIVISTS),2,Commercial,4,1,2,108,53,2.00,3.18,2.79,$317.00,$452.93,$583.92,"$48,915.99",$155.28,$253.72,$315.75,"$27,401.55",$0.00,$53.94,$167.69,"$5,825.94",$232.27,$307.66,$318.82,"$33,227.49"
2019,17,14-81,CRITICAL CARE (INTENSIVISTS),2,Commercial,4,1,3,78,30,2.00,4.59,7.05,$75.00,$312.01,$575.33,"$24,336.45",$19.65,$148.70,$367.72,"$11,598.81",$0.92,$33.65,$102.07,"$2,624.63",$61.28,$182.35,$399.07,"$14,223.44"
2019,22,14-81,CRITICAL CARE (INTENSIVISTS),2,Commercial,4,1,4,108,52,2.00,4.91,9.07,$284.25,$444.19,$686.68,"$47,972.97",$36.82,$194.67,$491.14,"$21,024.29",$0.00,$61.50,$193.01,"$6,641.86",$167.12,$256.17,$532.92,"$27,666.15"
2019,16,14-81,CRITICAL CARE (INTENSIVISTS),2,Commercial,4,5,1,37,24,1.00,2.31,2.65,$379.00,$468.87,$461.40,"$17,348.15",$177.83,$206.25,$240.23,"$7,631.07",$0.00,$76.49,$281.94,"$2,830.28",$194.75,$282.74,$328.19,"$10,461.35"
2019,74,14-81,CRITICAL CARE (INTENSIVISTS),2,Commercial,5,1,1,"4,464","1,306",53.00,60.32,69.38,$532.00,$632.92,$548.24,"$2,825,346.17",$270.32,$385.67,$419.68,"$1,721,624.46",$0.00,$25.59,$107.58,"$114,245.66",$286.32,$411.26,$419.09,"$1,835,870.12"
2019,62,14-81,CRITICAL CARE (INTENSIVISTS),2,Commercial,5,1,2,649,221,7.00,10.47,9.97,$406.00,$599.84,$679.34,"$389,293.53",$271.40,$384.91,$431.66,"$249,805.02",$0.00,$24.93,$106.92,"$16,182.73",$288.20,$409.84,$433.29,"$265,987.75"
2019,50,14-81,CRITICAL CARE (INTENSIVISTS),2,Commercial,5,1,3,393,104,4.00,7.86,9.29,$611.00,$668.65,$433.40,"$262,780.39",$294.24,$414.84,$359.87,"$163,032.25",$0.00,$26.94,$92.27,"$10,585.96",$322.15,$441.78,$353.55,"$173,618.21"
2019,53,14-81,CRITICAL CARE (INTENSIVISTS),2,Commercial,5,1,4,518,172,7.00,9.77,9.24,$435.00,$593.33,$571.53,"$307,343.04",$215.13,$319.44,$365.46,"$165,467.91",$0.00,$31.04,$121.56,"$16,079.39",$242.72,$350.48,$381.85,"$181,547.30"
2019,32,14-81,CRITICAL CARE (INTENSIVISTS),2,Commercial,5,5,1,460,124,4.00,14.38,20.60,$693.00,$626.33,$483.26,"$288,110.89",$175.84,$304.25,$420.98,"$139,955.91",$0.00,$38.42,$129.02,"$17,672.46",$214.42,$342.67,$457.02,"$157,628.37"
2019,16,14-81,CRITICAL CARE (INTENSIVISTS),2,Commercial,5,5,3,83,25,3.50,5.19,5.33,$594.00,$537.48,$415.53,"$44,610.63",$188.86,$262.72,$277.10,"$21,805.52",$0.00,$15.27,$38.13,"$1,267.14",$202.08,$277.98,$284.47,"$23,072.66"
2019,29,14-81,CRITICAL CARE (INTENSIVISTS),2,Commercial,5,5,4,448,81,7.00,15.45,29.61,$306.00,$422.64,$398.06,"$189,341.04",$135.26,$196.72,$301.62,"$88,131.71",$0.00,$44.69,$114.28,"$20,021.57",$189.08,$241.41,$302.12,"$108,153.28"
